recipe,pair,scope,rank
Random (baseline),canonical,aggregate,93
Random (baseline),canonical,aggregate,31
Random (baseline),canonical,aggregate,48
Random (baseline),canonical,aggregate,112
Random (baseline),canonical,aggregate,309
Random (baseline),canonical,aggregate,46
Random (baseline),canonical,aggregate,194
Random (baseline),canonical,aggregate,97
Random (baseline),canonical,aggregate,349
Random (baseline),canonical,aggregate,302
Random (baseline),canonical,aggregate,291
Random (baseline),canonical,aggregate,377
Random (baseline),canonical,aggregate,181
Random (baseline),canonical,aggregate,39
Random (baseline),canonical,aggregate,156
Random (baseline),canonical,aggregate,376
Random (baseline),canonical,aggregate,222
Random (baseline),canonical,aggregate,335
Random (baseline),canonical,aggregate,290
Random (baseline),canonical,aggregate,69
Random (baseline),canonical,aggregate,339
Random (baseline),canonical,aggregate,56
Random (baseline),canonical,aggregate,142
Random (baseline),canonical,aggregate,125
Random (baseline),canonical,aggregate,88
Random (baseline),canonical,aggregate,344
Random (baseline),canonical,aggregate,364
Random (baseline),canonical,aggregate,198
Random (baseline),canonical,aggregate,122
Random (baseline),canonical,aggregate,126
Random (baseline),canonical,aggregate,312
Random (baseline),canonical,aggregate,49
Random (baseline),canonical,aggregate,382
Random (baseline),canonical,aggregate,136
Random (baseline),canonical,aggregate,104
Random (baseline),canonical,aggregate,144
Random (baseline),canonical,aggregate,343
Random (baseline),canonical,aggregate,270
Random (baseline),canonical,aggregate,106
Random (baseline),canonical,aggregate,252
Random (baseline),canonical,aggregate,22
Random (baseline),canonical,aggregate,36
Random (baseline),canonical,aggregate,275
Random (baseline),canonical,aggregate,127
Random (baseline),canonical,aggregate,349
Random (baseline),canonical,aggregate,351
Random (baseline),canonical,aggregate,211
Random (baseline),canonical,aggregate,31
Random (baseline),canonical,aggregate,125
Random (baseline),canonical,aggregate,399
Random (baseline),canonical,aggregate,279
Random (baseline),canonical,aggregate,236
Random (baseline),canonical,aggregate,135
Random (baseline),canonical,aggregate,248
Random (baseline),canonical,aggregate,339
Random (baseline),canonical,aggregate,353
Random (baseline),canonical,aggregate,362
Random (baseline),canonical,aggregate,59
Random (baseline),canonical,aggregate,50
Random (baseline),canonical,aggregate,159
Random (baseline),canonical,aggregate,394
Random (baseline),canonical,aggregate,385
Random (baseline),canonical,aggregate,62
Random (baseline),canonical,aggregate,28
Random (baseline),canonical,aggregate,4
Random (baseline),canonical,aggregate,326
Random (baseline),canonical,aggregate,112
Random (baseline),canonical,aggregate,176
Random (baseline),canonical,aggregate,33
Random (baseline),canonical,aggregate,308
Random (baseline),canonical,aggregate,14
Random (baseline),canonical,aggregate,162
Random (baseline),canonical,aggregate,65
Random (baseline),canonical,aggregate,44
Random (baseline),canonical,aggregate,82
Random (baseline),canonical,aggregate,47
Random (baseline),canonical,aggregate,252
Random (baseline),canonical,aggregate,198
Random (baseline),canonical,aggregate,87
Random (baseline),canonical,aggregate,208
Random (baseline),canonical,aggregate,231
Random (baseline),canonical,aggregate,116
Random (baseline),canonical,aggregate,153
Random (baseline),canonical,aggregate,300
Random (baseline),canonical,aggregate,390
Random (baseline),canonical,aggregate,241
Random (baseline),canonical,aggregate,246
Random (baseline),canonical,aggregate,31
Random (baseline),canonical,aggregate,320
Random (baseline),canonical,aggregate,41
Random (baseline),canonical,aggregate,240
Random (baseline),canonical,aggregate,313
Random (baseline),canonical,aggregate,247
Random (baseline),canonical,aggregate,142
Random (baseline),canonical,aggregate,71
Random (baseline),canonical,aggregate,353
Random (baseline),canonical,aggregate,183
Random (baseline),canonical,aggregate,21
Random (baseline),canonical,aggregate,25
Random (baseline),canonical,aggregate,283
Random (baseline),canonical,aggregate,57
Random (baseline),canonical,aggregate,99
Random (baseline),canonical,aggregate,196
Random (baseline),canonical,aggregate,50
Random (baseline),canonical,aggregate,303
Random (baseline),canonical,aggregate,235
Random (baseline),canonical,aggregate,99
Random (baseline),canonical,aggregate,2
Random (baseline),canonical,aggregate,329
Random (baseline),canonical,aggregate,7
Random (baseline),canonical,aggregate,241
Random (baseline),canonical,aggregate,305
Random (baseline),canonical,aggregate,52
Random (baseline),canonical,aggregate,147
Random (baseline),canonical,aggregate,98
Random (baseline),canonical,aggregate,96
Random (baseline),canonical,aggregate,374
Random (baseline),canonical,aggregate,249
Random (baseline),canonical,aggregate,187
Random (baseline),canonical,aggregate,108
Random (baseline),canonical,aggregate,251
Random (baseline),canonical,aggregate,23
Random (baseline),canonical,aggregate,383
Random (baseline),canonical,aggregate,36
Random (baseline),canonical,aggregate,5
Random (baseline),canonical,aggregate,109
Random (baseline),canonical,aggregate,51
Random (baseline),canonical,aggregate,386
Random (baseline),canonical,aggregate,133
Random (baseline),canonical,aggregate,44
Random (baseline),canonical,aggregate,43
Random (baseline),canonical,aggregate,371
Random (baseline),canonical,aggregate,101
Random (baseline),canonical,aggregate,240
Random (baseline),canonical,aggregate,255
Random (baseline),canonical,aggregate,165
Random (baseline),canonical,aggregate,120
Random (baseline),canonical,aggregate,369
Random (baseline),canonical,aggregate,47
Random (baseline),canonical,aggregate,145
Random (baseline),canonical,aggregate,282
Random (baseline),canonical,aggregate,97
Random (baseline),canonical,aggregate,294
Random (baseline),canonical,aggregate,366
Random (baseline),canonical,aggregate,140
Random (baseline),canonical,aggregate,116
Random (baseline),canonical,aggregate,237
Random (baseline),canonical,aggregate,27
Random (baseline),canonical,aggregate,75
Random (baseline),canonical,aggregate,21
Random (baseline),canonical,aggregate,144
Random (baseline),canonical,aggregate,195
Random (baseline),canonical,aggregate,26
Random (baseline),canonical,aggregate,44
Random (baseline),canonical,aggregate,84
Random (baseline),canonical,aggregate,169
Random (baseline),canonical,aggregate,329
Random (baseline),canonical,aggregate,337
Random (baseline),canonical,aggregate,256
Random (baseline),canonical,aggregate,164
Random (baseline),canonical,aggregate,92
Random (baseline),canonical,aggregate,109
Random (baseline),canonical,aggregate,368
Random (baseline),canonical,aggregate,89
Random (baseline),canonical,aggregate,205
Random (baseline),canonical,aggregate,245
Random (baseline),canonical,aggregate,161
Random (baseline),canonical,aggregate,68
Random (baseline),canonical,aggregate,279
Random (baseline),canonical,aggregate,290
Random (baseline),canonical,aggregate,371
Random (baseline),canonical,aggregate,132
Random (baseline),canonical,aggregate,109
Random (baseline),canonical,aggregate,32
Random (baseline),canonical,aggregate,126
Random (baseline),canonical,aggregate,166
Random (baseline),canonical,aggregate,7
Random (baseline),canonical,aggregate,213
Random (baseline),canonical,aggregate,219
Random (baseline),canonical,aggregate,203
Random (baseline),canonical,aggregate,18
Random (baseline),canonical,aggregate,341
Random (baseline),canonical,aggregate,73
Random (baseline),canonical,aggregate,44
Random (baseline),canonical,aggregate,295
Random (baseline),canonical,aggregate,287
Random (baseline),canonical,aggregate,152
Random (baseline),canonical,aggregate,201
Random (baseline),canonical,aggregate,284
Random (baseline),canonical,aggregate,8
Random (baseline),canonical,aggregate,161
Random (baseline),canonical,aggregate,260
Random (baseline),canonical,aggregate,389
Random (baseline),canonical,aggregate,95
Random (baseline),canonical,aggregate,90
Random (baseline),canonical,aggregate,173
Random (baseline),canonical,aggregate,187
Random (baseline),canonical,aggregate,362
Random (baseline),canonical,aggregate,188
Random (baseline),canonical,aggregate,356
Random (baseline),canonical,aggregate,262
Random (baseline),canonical,aggregate,244
Random (baseline),canonical,aggregate,390
Random (baseline),canonical,aggregate,399
Random (baseline),canonical,aggregate,215
Random (baseline),canonical,aggregate,21
Random (baseline),canonical,aggregate,51
Random (baseline),canonical,aggregate,276
Random (baseline),canonical,aggregate,389
Random (baseline),canonical,aggregate,60
Random (baseline),canonical,aggregate,89
Random (baseline),canonical,aggregate,125
Random (baseline),canonical,aggregate,251
Random (baseline),canonical,aggregate,19
Random (baseline),canonical,aggregate,326
Random (baseline),canonical,aggregate,4
Random (baseline),canonical,aggregate,167
Random (baseline),canonical,aggregate,296
Random (baseline),canonical,aggregate,30
Random (baseline),canonical,aggregate,13
Random (baseline),canonical,aggregate,372
Random (baseline),canonical,aggregate,98
Random (baseline),canonical,aggregate,38
Random (baseline),canonical,aggregate,198
Random (baseline),canonical,aggregate,335
Random (baseline),canonical,aggregate,300
Random (baseline),canonical,aggregate,10
Random (baseline),canonical,aggregate,184
Random (baseline),canonical,aggregate,375
Random (baseline),canonical,aggregate,219
Random (baseline),canonical,aggregate,142
Random (baseline),canonical,aggregate,97
Random (baseline),canonical,aggregate,204
Random (baseline),canonical,aggregate,155
Random (baseline),canonical,aggregate,394
Random (baseline),canonical,aggregate,150
Random (baseline),canonical,aggregate,397
Random (baseline),canonical,aggregate,283
Random (baseline),canonical,aggregate,316
Random (baseline),canonical,aggregate,222
Random (baseline),canonical,aggregate,132
Random (baseline),canonical,aggregate,35
Random (baseline),canonical,aggregate,41
Random (baseline),canonical,aggregate,98
Random (baseline),canonical,aggregate,244
Random (baseline),canonical,aggregate,198
Random (baseline),canonical,aggregate,383
Random (baseline),canonical,aggregate,241
Random (baseline),canonical,aggregate,36
Random (baseline),canonical,aggregate,175
Random (baseline),canonical,aggregate,189
Random (baseline),canonical,aggregate,92
Random (baseline),canonical,aggregate,377
Random (baseline),canonical,aggregate,47
Random (baseline),canonical,aggregate,379
Random (baseline),canonical,aggregate,154
Random (baseline),canonical,aggregate,253
Random (baseline),canonical,aggregate,199
Random (baseline),canonical,aggregate,199
Random (baseline),canonical,aggregate,231
Random (baseline),canonical,aggregate,315
Random (baseline),canonical,aggregate,217
Random (baseline),canonical,aggregate,208
Random (baseline),canonical,aggregate,21
Random (baseline),canonical,aggregate,378
Random (baseline),canonical,aggregate,291
Random (baseline),canonical,aggregate,387
Random (baseline),canonical,aggregate,108
Random (baseline),canonical,aggregate,224
Random (baseline),canonical,aggregate,42
Random (baseline),canonical,aggregate,386
Random (baseline),canonical,aggregate,62
Random (baseline),canonical,aggregate,269
Random (baseline),canonical,aggregate,238
Random (baseline),canonical,aggregate,340
Random (baseline),canonical,aggregate,177
Random (baseline),canonical,aggregate,83
Random (baseline),canonical,aggregate,255
Random (baseline),canonical,aggregate,227
Random (baseline),canonical,aggregate,59
Random (baseline),canonical,aggregate,318
Random (baseline),canonical,aggregate,112
Random (baseline),canonical,aggregate,292
Random (baseline),canonical,aggregate,15
Random (baseline),canonical,aggregate,383
Random (baseline),canonical,aggregate,102
Random (baseline),canonical,aggregate,118
Random (baseline),canonical,aggregate,293
Random (baseline),canonical,aggregate,252
Random (baseline),canonical,aggregate,239
Random (baseline),canonical,aggregate,121
Random (baseline),canonical,aggregate,119
Random (baseline),canonical,aggregate,191
Random (baseline),canonical,aggregate,132
Random (baseline),canonical,aggregate,260
Random (baseline),canonical,aggregate,88
Random (baseline),canonical,aggregate,393
Random (baseline),canonical,aggregate,243
Random (baseline),canonical,aggregate,212
Random (baseline),canonical,aggregate,329
Random (baseline),canonical,aggregate,257
Random (baseline),canonical,aggregate,153
Random (baseline),canonical,aggregate,320
Random (baseline),canonical,aggregate,236
Random (baseline),canonical,aggregate,178
Random (baseline),canonical,aggregate,205
Random (baseline),canonical,aggregate,178
Random (baseline),canonical,aggregate,340
Random (baseline),canonical,aggregate,342
Random (baseline),canonical,aggregate,385
Random (baseline),canonical,aggregate,6
Random (baseline),canonical,aggregate,187
Random (baseline),canonical,aggregate,212
Random (baseline),canonical,aggregate,110
Random (baseline),canonical,aggregate,255
Random (baseline),canonical,aggregate,117
Random (baseline),canonical,aggregate,31
Random (baseline),canonical,aggregate,67
Random (baseline),canonical,aggregate,36
Random (baseline),canonical,aggregate,365
Random (baseline),canonical,aggregate,381
Random (baseline),canonical,aggregate,392
Random (baseline),canonical,aggregate,124
Random (baseline),canonical,aggregate,356
Random (baseline),canonical,aggregate,6
Random (baseline),canonical,aggregate,123
Random (baseline),canonical,aggregate,189
Random (baseline),canonical,aggregate,150
Random (baseline),canonical,aggregate,191
Random (baseline),canonical,aggregate,362
Random (baseline),canonical,aggregate,285
Random (baseline),canonical,aggregate,260
Random (baseline),canonical,aggregate,77
Random (baseline),canonical,aggregate,392
Random (baseline),canonical,aggregate,20
Random (baseline),canonical,aggregate,283
Random (baseline),canonical,aggregate,331
Random (baseline),canonical,aggregate,93
Random (baseline),canonical,aggregate,184
Random (baseline),canonical,aggregate,378
Random (baseline),canonical,aggregate,195
Random (baseline),canonical,aggregate,333
Random (baseline),canonical,aggregate,353
Random (baseline),canonical,aggregate,332
Random (baseline),canonical,aggregate,134
Random (baseline),canonical,aggregate,323
Random (baseline),canonical,aggregate,297
Random (baseline),canonical,aggregate,251
Random (baseline),canonical,aggregate,363
Random (baseline),canonical,aggregate,51
Random (baseline),canonical,aggregate,155
Random (baseline),canonical,aggregate,213
Random (baseline),canonical,aggregate,124
Random (baseline),canonical,aggregate,276
Random (baseline),canonical,aggregate,44
Random (baseline),canonical,aggregate,233
Random (baseline),canonical,aggregate,207
Random (baseline),canonical,aggregate,240
Random (baseline),canonical,aggregate,353
Random (baseline),canonical,aggregate,348
Random (baseline),canonical,aggregate,274
Random (baseline),canonical,aggregate,384
Random (baseline),canonical,aggregate,134
Random (baseline),canonical,aggregate,54
Random (baseline),canonical,aggregate,233
Random (baseline),canonical,aggregate,90
Random (baseline),canonical,aggregate,400
Random (baseline),canonical,aggregate,86
Random (baseline),canonical,aggregate,372
Random (baseline),canonical,aggregate,375
Random (baseline),canonical,aggregate,146
Random (baseline),canonical,aggregate,253
Random (baseline),canonical,aggregate,268
Random (baseline),canonical,aggregate,260
Random (baseline),canonical,aggregate,251
Random (baseline),canonical,aggregate,67
Random (baseline),canonical,aggregate,22
Random (baseline),canonical,aggregate,240
Random (baseline),canonical,aggregate,330
Random (baseline),canonical,aggregate,367
Random (baseline),canonical,aggregate,85
Random (baseline),canonical,aggregate,250
Random (baseline),canonical,aggregate,399
Random (baseline),canonical,aggregate,81
Random (baseline),canonical,aggregate,345
Random (baseline),canonical,aggregate,394
Random (baseline),canonical,aggregate,355
Random (baseline),canonical,aggregate,215
Random (baseline),canonical,aggregate,109
Random (baseline),canonical,aggregate,295
Random (baseline),canonical,aggregate,349
Random (baseline),canonical,aggregate,108
Random (baseline),canonical,aggregate,178
Random (baseline),canonical,aggregate,379
Random (baseline),canonical,aggregate,309
Random (baseline),canonical,aggregate,62
Random (baseline),canonical,aggregate,338
Random (baseline),canonical,aggregate,344
Random (baseline),canonical,aggregate,395
Random (baseline),canonical,aggregate,312
Random (baseline),canonical,heldout,309
Random (baseline),canonical,heldout,97
Random (baseline),canonical,heldout,126
Random (baseline),canonical,heldout,236
Random (baseline),canonical,heldout,41
Random (baseline),canonical,heldout,247
Random (baseline),canonical,heldout,196
Random (baseline),canonical,heldout,147
Random (baseline),canonical,heldout,187
Random (baseline),canonical,heldout,51
Random (baseline),canonical,heldout,145
Random (baseline),canonical,heldout,27
Random (baseline),canonical,heldout,44
Random (baseline),canonical,heldout,84
Random (baseline),canonical,heldout,109
Random (baseline),canonical,heldout,315
Random (baseline),canonical,heldout,208
Random (baseline),canonical,heldout,387
Random (baseline),canonical,heldout,118
Random (baseline),canonical,heldout,252
Random (baseline),canonical,heldout,191
Random (baseline),canonical,heldout,178
Random (baseline),canonical,heldout,6
Random (baseline),canonical,heldout,276
Random (baseline),canonical,heldout,86
Random (baseline),canonical,heldout,253
Random (baseline),canonical,heldout,268
Random (baseline),canonical,heldout,81
Random (baseline),canonical,heldout,215
Random (baseline),canonical,heldout,395
Transitive Transport Bridge,canonical,aggregate,270
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,64
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,46
Transitive Transport Bridge,canonical,aggregate,20
Transitive Transport Bridge,canonical,aggregate,50
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,135
Transitive Transport Bridge,canonical,aggregate,30
Transitive Transport Bridge,canonical,aggregate,24
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,21
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,9
Transitive Transport Bridge,canonical,aggregate,156
Transitive Transport Bridge,canonical,aggregate,16
Transitive Transport Bridge,canonical,aggregate,18
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,36
Transitive Transport Bridge,canonical,aggregate,20
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,47
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,68
Transitive Transport Bridge,canonical,aggregate,28
Transitive Transport Bridge,canonical,aggregate,118
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,72
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,92
Transitive Transport Bridge,canonical,aggregate,5
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,163
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,44
Transitive Transport Bridge,canonical,aggregate,20
Transitive Transport Bridge,canonical,aggregate,112
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,101
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,110
Transitive Transport Bridge,canonical,aggregate,5
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,121
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,23
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,37
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,28
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,5
Transitive Transport Bridge,canonical,aggregate,10
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,113
Transitive Transport Bridge,canonical,aggregate,78
Transitive Transport Bridge,canonical,aggregate,49
Transitive Transport Bridge,canonical,aggregate,157
Transitive Transport Bridge,canonical,aggregate,7
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,39
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,47
Transitive Transport Bridge,canonical,aggregate,13
Transitive Transport Bridge,canonical,aggregate,58
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,266
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,42
Transitive Transport Bridge,canonical,aggregate,57
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,61
Transitive Transport Bridge,canonical,aggregate,31
Transitive Transport Bridge,canonical,aggregate,36
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,190
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,31
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,36
Transitive Transport Bridge,canonical,aggregate,34
Transitive Transport Bridge,canonical,aggregate,43
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,165
Transitive Transport Bridge,canonical,aggregate,135
Transitive Transport Bridge,canonical,aggregate,159
Transitive Transport Bridge,canonical,aggregate,79
Transitive Transport Bridge,canonical,aggregate,31
Transitive Transport Bridge,canonical,aggregate,25
Transitive Transport Bridge,canonical,aggregate,304
Transitive Transport Bridge,canonical,aggregate,233
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,232
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,27
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,21
Transitive Transport Bridge,canonical,aggregate,9
Transitive Transport Bridge,canonical,aggregate,41
Transitive Transport Bridge,canonical,aggregate,13
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,33
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,103
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,198
Transitive Transport Bridge,canonical,aggregate,67
Transitive Transport Bridge,canonical,aggregate,157
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,214
Transitive Transport Bridge,canonical,aggregate,32
Transitive Transport Bridge,canonical,aggregate,10
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,110
Transitive Transport Bridge,canonical,aggregate,68
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,24
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,20
Transitive Transport Bridge,canonical,aggregate,19
Transitive Transport Bridge,canonical,aggregate,42
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,50
Transitive Transport Bridge,canonical,aggregate,43
Transitive Transport Bridge,canonical,aggregate,19
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,64
Transitive Transport Bridge,canonical,aggregate,13
Transitive Transport Bridge,canonical,aggregate,98
Transitive Transport Bridge,canonical,aggregate,81
Transitive Transport Bridge,canonical,aggregate,24
Transitive Transport Bridge,canonical,aggregate,286
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,132
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,13
Transitive Transport Bridge,canonical,aggregate,7
Transitive Transport Bridge,canonical,aggregate,10
Transitive Transport Bridge,canonical,aggregate,301
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,19
Transitive Transport Bridge,canonical,aggregate,204
Transitive Transport Bridge,canonical,aggregate,215
Transitive Transport Bridge,canonical,aggregate,15
Transitive Transport Bridge,canonical,aggregate,17
Transitive Transport Bridge,canonical,aggregate,34
Transitive Transport Bridge,canonical,aggregate,82
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,91
Transitive Transport Bridge,canonical,aggregate,48
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,33
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,22
Transitive Transport Bridge,canonical,aggregate,16
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,59
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,106
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,102
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,63
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,5
Transitive Transport Bridge,canonical,aggregate,54
Transitive Transport Bridge,canonical,aggregate,12
Transitive Transport Bridge,canonical,aggregate,23
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,30
Transitive Transport Bridge,canonical,aggregate,100
Transitive Transport Bridge,canonical,aggregate,156
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,56
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,149
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,5
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,56
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,13
Transitive Transport Bridge,canonical,aggregate,50
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,10
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,21
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,58
Transitive Transport Bridge,canonical,aggregate,35
Transitive Transport Bridge,canonical,aggregate,125
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,9
Transitive Transport Bridge,canonical,aggregate,14
Transitive Transport Bridge,canonical,aggregate,38
Transitive Transport Bridge,canonical,aggregate,67
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,24
Transitive Transport Bridge,canonical,aggregate,75
Transitive Transport Bridge,canonical,aggregate,7
Transitive Transport Bridge,canonical,aggregate,48
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,147
Transitive Transport Bridge,canonical,aggregate,156
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,32
Transitive Transport Bridge,canonical,aggregate,165
Transitive Transport Bridge,canonical,aggregate,26
Transitive Transport Bridge,canonical,aggregate,5
Transitive Transport Bridge,canonical,aggregate,10
Transitive Transport Bridge,canonical,aggregate,13
Transitive Transport Bridge,canonical,aggregate,28
Transitive Transport Bridge,canonical,aggregate,26
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,108
